business_id,name,address,state,city,postal_code,categories,longitude,latitude,stars,is_open,N_reviews
-0TffRSXXIlBYVbb5AwfTg,IndeBlue Modern Indian Food & Spirits,205 South 13th St,PA,Philadelphia,19107,"Cocktail Bars, Food Delivery Services, Nightlife, Breakfast & Brunch, Food, Bars, Event Planning & Services, Caterers, Restaurants, Indian",-75.1619688173,39.9485078263,4.5,1,1132
-2-ih3mE8KPyeKVIzpBfPQ,SkyGarten,"1717 Arch St, Fl 51, Three Logan Square",PA,Philadelphia,19103,"American (Traditional), Bars, Restaurants, Nightlife, Beer Gardens",-75.1692673,39.9553097,3.5,0,112
-5Rah4ZvWsDu4oilUZxhtw,World Cafe Live,3025 Walnut St,PA,Philadelphia,19104,"Nightlife, Arts & Entertainment, Restaurants, Music Venues, American (New), Bars, Jazz & Blues",-75.1851766256,39.9520744759,4,1,363
-9CvbWc-vPYsoioAgZii4Q,Bocca,236 Market St,PA,Philadelphia,19106,"Bars, Tapas Bars, Lounges, Nightlife, Mediterranean, Restaurants",-75.145145,39.949801,3.5,0,17
-ATiAtTikuGuqvaW2O6tNA,Marathon,121 S 16th St,PA,Philadelphia,19102,"Sandwiches, American (New), Lounges, Nightlife, Bars, Restaurants, Breakfast & Brunch",-75.1673305865,39.9504833638,3.5,1,604
-b8iNhBez0hRu478nIDhyg,Swift Half,1001 N 2nd St,PA,Philadelphia,19123,"Nightlife, Food, Beer, Wine & Spirits, Restaurants, Gastropubs, Pubs, Bars",-75.140148,39.9667374,3.5,0,88
-BjXcRcvDqOQ23eUKx6hjg,Brew,1900 S 15th St,PA,Philadelphia,19145,"Beer, Wine & Spirits, Nightlife, Beer Bar, Coffee & Tea, Breweries, Food, Internet Cafes, Bars",-75.1710674,39.9269698,4.5,0,218
-HewctWQ0P3HqKCr76bU-g,Dawson Street Pub,100 Dawson St,PA,Philadelphia,19127,"Nightlife, Pubs, Bars, Gastropubs, Restaurants",-75.2127855,40.018561,4,1,80
-IZpkWsJKfq35eJLzaUcvA,U Bar,1220 Locust St,PA,Philadelphia,19107,"Gay Bars, Bars, Nightlife",-75.161553,39.947654,3.5,1,60
-KWel73upKHxstRCr9JGLw,Smokey Joe's Tavern,210 S 40th St,PA,Philadelphia,19104,"Bars, Dive Bars, Pizza, Nightlife, Restaurants",-75.2030239,39.9537915,3.5,1,96
-NBNpfXO_WlUJFprqDtcSg,Kung Fu Necktie,1250 N Front St,PA,Philadelphia,19122,"Dive Bars, Bars, Music Venues, Arts & Entertainment, Nightlife",-75.1359536,39.9702565,3.5,1,175
-NFHQ0ePNYu6SrwekdhcBw,Otto’s Taproom,1216 N 29th St,PA,Philadelphia,19121,"Bars, Lounges, Nightlife, Beer Bar",-75.183512288,39.9751372788,4.5,1,10
-Om8XgP9GZ4UUFbgTRI4YQ,Martha,2113 E York St,PA,Philadelphia,19125,"Bars, Restaurants, Cocktail Bars, Nightlife, American (New), Sandwiches",-75.1281087,39.9822216,4,1,157
-qZ3GVQpEa02BXg1ehzaMQ,Cloud Factory Hookah Lounge,1201 Spruce St,PA,Philadelphia,19107,"Hookah Bars, Nightlife, Cafes, Bars, Restaurants",-75.1611265,39.9467814,2,1,15
-RpUSbVtSGO9LZwMzGogww,Tina’s tacos,2327 E York St,PA,Philadelphia,19125,"Nightlife, Bars, Tacos, Restaurants, Mexican",-75.1255088,39.9792884,3,1,46
-sTrihdzACrsOSu1FYdfxQ,The Rooster,1526 Sansom St,PA,Philadelphia,19102,"Restaurants, Cocktail Bars, Bars, Comfort Food, Breakfast & Brunch, Nightlife, Southern, Sandwiches, Soup",-75.1668635,39.9502275,4.5,0,273
-UJ7ZTb3zfmqZogmy3fnGg,Bellini,220 S 16th St,PA,Philadelphia,19102,"Wine Bars, Venues & Event Spaces, Event Planning & Services, Restaurants, Cocktail Bars, Italian, Bars, Nightlife",-75.167867,39.949084,3,1,325
-v8dtO9BZmKidXLMohiQhQ,Urban Saloon,2120 Fairmount Ave,PA,Philadelphia,19130,"Bars, Nightlife, Restaurants, Barbeque, Whiskey Bars, American (New), Sports Bars",-75.1729544,39.9670245,3,1,328
-VH4B5o1sjZueC6go9FB1g,Dorsey's,500 Stevens Dr,PA,Philadelphia,19113,"Restaurants, Bars, American (New), Lounges, Nightlife",-75.2747937,39.8730203,2.5,1,13
-yxOY_fhwp4uss-8rGTGcA,Cookie's Bar,2026 S 3rd St,PA,Philadelphia,19148,"American (Traditional), Nightlife, Restaurants, Bars",-75.1511078,39.9223804,4,0,5
0_DvJq6ywKf6qpiassAGqw,Stokes Sports Bar,2651 S 16th St,PA,Philadelphia,19145,"Sports Bars, Nightlife, Bars",-75.1743826,39.9174069,4,1,7
0-Lihni2Ak2RL6RwHb4fpw,Broad Deli,2200 N Broad St,PA,Philadelphia,19132,"Beer, Wine & Spirits, Delis, Restaurants, Bars, Beer Bar, Beverage Store, Nightlife, Pizza, Food Delivery Services, Food",-75.1566358,39.9865131,4,1,9
0-PClaUWGphUvuTH8wQ51w,Bloomsday Cafe,414 S 2nd St,PA,Philadelphia,19147,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Bars, Wine Bars, Nightlife",-75.1456566,39.9427774,4.5,1,78
00Tcf1hTCb4uFSK99xI_hg,Philly Hookah Shop,4321 Chestnut St,PA,Philadelphia,19104,"Tobacco Shops, Nightlife, Bars, Hookah Bars, Shopping",-75.2089241,39.9568167,2,1,9
01mP5a06zQpaYOakfaVBOQ,Philly's Platinum Grille,7719 Crittenden St,PA,Philadelphia,19118,"Restaurants, Soul Food, American (New), Nightlife, Bars",-75.1949470435,40.0727911933,2.5,1,62
04vmwMgr5bmT8tGokHrLEg,The Wander Inn,2500 S 3rd St,PA,Philadelphia,19148,"Restaurants, Bars, Gastropubs, Cocktail Bars, Pubs, Nightlife",-75.1528165,39.9169865,4.5,0,24
05ev984NYfimRN0UiFrxaA,Osteria,640 N Broad St,PA,Philadelphia,19130,"Nightlife, Restaurants, Italian, Bars, Wine Bars",-75.161076,39.965015,4,1,896
05J_7mQg7dPuaSB_BBYEOQ,Gin & Pop,1839 Poplar St,PA,Philadelphia,19130,"American (Traditional), Nightlife, Restaurants, Bars",-75.1674205,39.9712925,4.5,0,48
064WcuNRDGE_HDDt4BASpQ,Summit Park,8201 Henry Ave,PA,Philadelphia,19128,"Active Life, Bars, Fitness & Instruction, Real Estate, Nightlife, Apartments, Home Services",-75.2346428,40.0603172,2.5,1,36
0bvtIbpsqBJZpRKSPwIfNw,Panorama,14 N Front St,PA,Philadelphia,19106,"Hotels & Travel, Bars, Food, Wine Bars, Beer, Wine & Spirits, Event Planning & Services, Nightlife, Hotels, Gluten-Free, Restaurants, Italian",-75.142285,39.950201,4,1,333
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,PA,Philadelphia,19147,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",-75.1564078,39.9389483,4,0,80
0Dw9eqJsbfuVKsgAoc9NZg,Wild Crab Cajun Seafood & Bar,2051 Cottman Ave,PA,Philadelphia,19149,"Restaurants, Seafood, Bars, Nightlife, Beer Bar, Karaoke, Cocktail Bars",-75.0641719,40.0505154,4.5,1,9
0Ig9lXNnfBL7U2ct5oIF6A,The Monkey Club,2101 E York St,PA,Philadelphia,19125,"Bars, Pubs, Dive Bars, Nightlife",-75.1283337,39.9824853,4.5,1,20
0ijmmbTvd8fcLclFVdpIsQ,Bodega Bar,1223 Walnut St,PA,Philadelphia,19107,"Restaurants, Cuban, Nightlife, Cocktail Bars, Latin American, Bars",-75.1616733,39.9493319,3.5,1,67
0K4RwxdAcViifyU3Htzxww,Southwark Restaurant,701 S 4th St,PA,Philadelphia,19147,"Breakfast & Brunch, Nightlife, Cocktail Bars, American (New), Coffee & Tea, Bars, Food, Restaurants, Desserts",-75.1493607,39.9404771,4,1,235
0knCwcE4p82vEyhpht7X4A,The Hubble Bubble Hookah Lounge,1000 Diamond St,PA,Philadelphia,19122,"Lounges, Local Flavor, Arts & Entertainment, Social Clubs, Hookah Bars, Nightlife, Bars",-75.1499321,39.9834801,4,1,25
0lFkJT6DqT3eMnpW9gP_bw,Liberties,705 N 2nd St,PA,Philadelphia,19123,"Restaurants, Bars, American (Traditional), Pubs, Nightlife",-75.1407855,39.9620406,3,0,41
0LLqluhzWOkz2H0GmSY_Sg,Moda,110 Chestnut St,PA,Philadelphia,19106,"Italian, Nightlife, Lounges, Bars, Restaurants",-75.1430228,39.9480619,2.5,0,5
0n6rbrYy_zlr9N1WnEmr9Q,Pier Bar,2025 Fairmount Ave,PA,Philadelphia,19130,"Restaurants, Seafood, Breakfast & Brunch, Nightlife, Beer Gardens, Bars",-75.1711596,39.9674703,3.5,1,9
0oNiXwMtqXIrI0QEJphn1Q,The Playhouse 822,822 North Broad St,PA,Philadelphia,19130,"Hookah Bars, Bars, Food, Nightlife, Dance Clubs",-75.160512,39.9687706,1,1,10
0PTuPOOXkmoP0s5STUBY1w,Chez Ben,401 Chestnut St,PA,Philadelphia,19106,"Breakfast & Brunch, Bars, Wine Bars, Brasseries, French, Restaurants, Nightlife, Coffee & Tea, Food",-75.147732608,39.9490604639,3.5,1,25
0sb5sHF_BNcUzDxuia-D1w,Resurrection Ale House,2425 Grays Ferry Ave,PA,Philadelphia,19146,"Restaurants, Gastropubs, Nightlife, Bars",-75.183322,39.942818,4,0,277
0wlZLeOAxvxqRrpRlo6PpQ,Nightmare Before Tinsel,116 S 12th St,PA,Philadelphia,19107,"Restaurants, Pop-Up Restaurants, Nightlife, Bars",-75.160552,39.9497935036,4,1,36
0xIhMfCFH94RXTFGx_Mhtw,SUGA,1720 Sansom St,PA,Philadelphia,19103,"Bars, Soup, Restaurants, Cocktail Bars, Chinese, Coffee & Tea, Asian Fusion, Food, Nightlife",-75.1696549,39.9506686,3.5,0,170
0YRnT6Ka8byQlp30-ylRMA,Friendly Lounge,1039 S Eighth St,PA,Philadelphia,19147,"Bars, Nightlife, Dive Bars, Lounges",-75.1567156,39.9360788,4,1,26
17MK8qagV374AuUA4sXuIA,XIX Nineteen,"200 S Broad St, Fl 19",PA,Philadelphia,19102,"Cafes, Lounges, Bars, American (New), American (Traditional), Restaurants, Nightlife, Seafood",-75.164768,39.949104,3.5,1,633
1aGgKz-sYfWrSYE6zbu7-g,ONE at Rittenhouse,121 S 19th St,PA,Philadelphia,19195,"Bars, Dance Clubs, Nightlife, Lounges",-75.171809,39.951147,2.5,0,20
1Ck2drCXGh1h5bhc9aIRpg,Jack's Firehouse,2130 Fairmount Ave,PA,Philadelphia,19130,"Restaurants, American (New), Nightlife, Barbeque, Bars",-75.1733028,39.9670823,3.5,1,580
1cncsHKApeW1ubd5d9HoJw,Hop Sing Laundromat,1029 Race St,PA,Philadelphia,19107,"Lounges, Nightlife, Bars, Cocktail Bars",-75.1569404,39.9555142,4,1,926
1F_lKVOdC8UN-5UOQ-FSGA,Luxor Cafe & Hookah Lounge,132 S 45th St,PA,Philadelphia,19104,"Food, Hookah Bars, Shopping, Coffee & Tea, Nightlife, Head Shops, Lounges, Bars",-75.2117666,39.9558075,4.5,1,29
1fGaY2WlGv2l4as6UkMFrg,The Trestle Inn,339 N 11th St,PA,Philadelphia,19107,"Lounges, Bars, Restaurants, Cocktail Bars, Whiskey Bars, Nightlife, Dance Clubs, American (Traditional)",-75.1566756,39.9588257,4,1,208
1GtznWHocNxSCunIKUzcmg,Broad Street Bullies,1100 Pattison Ave,PA,Philadelphia,19148,"Pubs, Nightlife, Bars, Food",-75.1693441487,39.9043795867,2.5,1,64
1klRUBB6LfKCotq75BVmbA,Thirsty Dice,1642 Fairmount Ave,PA,Philadelphia,19130,"Themed Cafes, Eatertainment, Bars, Nightlife, Restaurants, Arts & Entertainment, Cafes, Pubs",-75.1651801826,39.9669206348,4,1,120
1LhpU1alopR_l-bWVQPkUA,Oh Shea's Pub,1907 Sansom St,PA,Philadelphia,19103,"Restaurants, Nightlife, Bars, American (New), Pubs",-75.1723916,39.951175,3.5,0,60
1NMz64NAM9ED-x6-dbVxdw,Buffalo Billiards,118 Chestnut St,PA,Philadelphia,19106,"Sports Bars, Pool Halls, Nightlife, Restaurants, Bars, American (Traditional)",-75.1433,39.94819,3.5,1,243
1OfhM-ZKvcpxyxptCCzEwA,Independence Beer Garden,100 S Independence Mall W,PA,Philadelphia,19106,"Bars, Nightlife, American (New), Gastropubs, Food Trucks, Parks, Restaurants, Beer Gardens, Active Life, Barbeque, Food, Beer, Wine & Spirits, American (Traditional)",-75.150981,39.9502943,3.5,1,519
1qw5dIsQPNGLOwnuP7Wj1g,South Bowl,19 E Oregon Ave,PA,Philadelphia,19148,"American (Traditional), Bars, Nightlife, Restaurants, American (New), Sports Bars, Active Life, Bowling, Pizza",-75.1471501,39.9142928,3.5,1,254
1RUStfReoIm_8NzWXKSbCA,Lou Bird's,500 S 20th St,PA,Philadelphia,19146,"Restaurants, Nightlife, Cocktail Bars, Bars, Breakfast & Brunch, American (New)",-75.1750066504,39.945722875,4,1,165
1uebtHbl3Z81tq0IU2btqg,Diego's Bar,2676 Bridge Street,PA,Philadelphia,19137,"Nightlife, Lounges, Bars",-75.0664487,40.0036019,3.5,0,5
1UNJeHTsS7WS9RxRzHw06g,Varga Bar,941 Spruce St,PA,Philadelphia,19107,"Nightlife, Bars, American (New), Gastropubs, Restaurants",-75.1577992928,39.9462043942,3.5,1,632
1UNorskttXSWuEcgzKzXcA,Xochitl,408 S 2nd St,PA,Philadelphia,19147,"Lounges, Restaurants, Asian Fusion, Mexican, Latin American, Nightlife, Bars",-75.1456449,39.9428742,3.5,1,465
1uyGXX3gqVe__fe14mirdQ,Buckhead Saloon,461 N 3rd St,PA,Philadelphia,19123,"Bars, Nightlife",-75.1437054,39.9589589,2,0,21
1WKvYtPoYKqzDhIduuHkqg,Hookah at 5th,524 S 5th St,PA,Philadelphia,19147,"Nightlife, Hookah Bars, Bars",-75.150819,39.9422084,3,0,17
1ynfWYtAWbbMJs3NnRNXtQ,Curran's Irish Inn,6900 State Rd,PA,Philadelphia,19135,"Nightlife, Pubs, Bars",-75.0400549,40.0220843,3,1,77
1yuSWypzGewvhNZSwUlvPw,Ela,627 S 3rd St,PA,Philadelphia,19147,"American (New), Restaurants, Bars, Breakfast & Brunch, Nightlife",-75.147572,39.9406135,4,0,339
24xx8ju_U_uN1zJf2YtKkA,The Black Cat Tavern On 12th,2654 S 12th St,PA,Philadelphia,19148,"Beer Bar, Dive Bars, Gastropubs, Cocktail Bars, Nightlife, Bars, Restaurants",-75.1677739,39.91654,5,1,42
2a5YdnWyr7KIFl2FTFk4Yw,Starboard Side Tavern,2500 E Norris St,PA,Philadelphia,19125,"Bars, Dive Bars, Pubs, Nightlife",-75.126193,39.9759248,4,1,21
2b6BvccVTtPwElQreRtFYw,Drinker's West,3900 Chestnut St,PA,Philadelphia,19104,"Tex-Mex, Bars, American (Traditional), Restaurants, Sports Bars, Pubs, Gastropubs, Nightlife",-75.2001318,39.9549304,3.5,0,90
2BeDv6iW6L1BMxjAdDq_ww,Ramen Bar,3438-48 Lancaster Ave,PA,Philadelphia,19104,"Ramen, Bars, Japanese, Nightlife, Restaurants",-75.1917594,39.957586,3.5,1,91
2CvDC4izZ55VHSqk5N8cFA,Grace Tavern,2229 Gray's Ferry Ave,PA,Philadelphia,19146,"Nightlife, Pubs, Bars",-75.1795838,39.9451007,3.5,1,342
2EmAukTYm2mOBEIKEYBRNg,Nick's Bar and Grille,16 S 2nd St,PA,Philadelphia,19106,"American (Traditional), Sandwiches, Restaurants, Bars, Cheesesteaks, Nightlife",-75.1439805,39.9495571,4,1,182
2er_V-oAd7IbQ5YTY56r7A,Bareburger - Midtown Village,1109 Walnut St,PA,Philadelphia,19107,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",-75.1595088,39.9489334,4,0,646
2f3YghoMYzd5-GFMh_kvwQ,Del Frisco's Grille,225 S Broad St,PA,Philadelphia,19107,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Steakhouses, Bars",-75.1640749,39.9485224,3.5,1,142
2gDkEvBPkl-ATS_eqaMvxQ,La Nonna,214 S St,PA,Philadelphia,19147,"Food, Salad, Nightlife, Comfort Food, Pasta Shops, Italian, Bars, Restaurants, Specialty Food",-75.146112,39.94117,4.5,1,165
2Gik-IBYVBuU3e10pVdkhw,Plenty Café,1710 E Passyunk Ave,PA,Philadelphia,19148,"Bars, Sandwiches, American (Traditional), Food, Coffee & Tea, Delis, Nightlife, Restaurants",-75.1653613,39.9284842,3.5,0,168
2hCIzMXhSbgObLS4al82rg,Applebee's Grill + Bar,2501 Aramingo Ave,PA,Philadelphia,19125,"Nightlife, Restaurants, Steakhouses, Bars, Sports Bars, American (Traditional), Burgers",-75.118897,39.976856,2.5,1,63
2l2znqydic45GQfgCblQLg,HotelBar,301 Chestnut St,PA,Philadelphia,19106,"Bars, Restaurants, Nightlife, American (Traditional)",-75.146103,39.948802,4,0,21
2LokHe7GtKZD9Q6w0dRe_A,Queen & Rook Game Cafe,607 S 2nd St,PA,Philadelphia,19147,"Restaurants, Bars, Breakfast & Brunch, Eatertainment, Vegetarian, Arts & Entertainment, Cafes, Nightlife, Tabletop Games, Vegan, Themed Cafes, Shopping",-75.1455409,39.9408669,4.5,1,66
2pLIQ0RHSmUbF0eIRT0LYg,Vintage Wine Bar,129 S 13th St,PA,Philadelphia,19107,"Wine Bars, Bars, Nightlife, French, Restaurants",-75.1617091,39.9495566,4,1,416
2PWmnUV2Leb2Loj0TqxCMA,Mad Mex - University City,3401 Walnut St,PA,Philadelphia,19104,"Tex-Mex, Mexican, Nightlife, Bars, Restaurants",-75.193518705,39.9533493175,3,0,626
2qVZiMB22YPC2HCM62Gnbw,Scarpetta,210 W Rittenhouse Square,PA,Philadelphia,19103,"American (Traditional), Italian, Nightlife, Bars, Restaurants",-75.1733916253,39.9498657277,4,1,214
2Sr44BJmYJ4PDMyoW0cePw,Room 12 Lounge,1200 Sansom St,PA,Philadelphia,19107,"Nightlife, Dance Clubs, Bars, Lounges",-75.1605534,39.9497462,3,1,13
2SYEGA2fZLdzZQ9lmIfM5Q,Urban Village Brewing Co,1001 N 2nd St,PA,Philadelphia,19123,"American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife",-75.13997,39.9667,4,1,231
2vbbxo8E4z_41e9E3WgNRw,Play2,1526 Packer Ave,PA,Philadelphia,19145,"Restaurants, Sports Bars, Nightlife, Bars, Arcades, Arts & Entertainment",-75.1745111,39.9114175,3,1,5
2WGnykxiM-Mp-qIm2u7iAw,Maggiano's Little Italy,1201 Filbert St,PA,Philadelphia,19107,"Restaurants, Pizza, Bars, Nightlife, Italian, Venues & Event Spaces, Event Planning & Services",-75.1602278,39.9531992,3.5,1,693
2yuwjVRHUCs9tCAYjISaag,The Barn,4901 Catharine St,PA,Philadelphia,19143,"Bars, Dive Bars, Nightlife, Restaurants, Sports Bars, Vegan, Pool Halls, Music Venues, Arts & Entertainment",-75.2213600568,39.9484077767,3.5,1,61
2YyIIdwnYv5cApn1gZo_gw,Field House,1150 Filbert St,PA,Philadelphia,19107,"Bars, Sports Bars, Nightlife",-75.159445,39.952616,2.5,0,502
35jNPbB_-8oh-LHb9GEIQg,James Restaurant & Bar,1835 Arch St,PA,Philadelphia,19103,"Restaurants, Nightlife, American (New), Breakfast & Brunch, American (Traditional), Cocktail Bars, Bars",-75.170951,39.955531,3.5,0,207
3966MAWoL1GbB8Zjvspx1g,Urban Enoteca,"135 S 17th St, Latham Hotel Philadelphia",PA,Philadelphia,19103,"Nightlife, Bars, Restaurants, American (New), Italian",-75.1690403,39.9501753,3,0,34
39g4BU4dI0Ht-m2-FlHDNA,Krick Wuder Saloon & Restaurant,2676 Bridge St,PA,Philadelphia,19137,"Nightlife, Bars",-75.0665330887,40.0035202019,3.5,1,17
3bkqiYxu6bo0k0JT39SZSw,Post Office Cafe,2696 Bridge St,PA,Philadelphia,19137,"Nightlife, Bars",-75.0661115,40.0032247,3,0,9
3ccAyGhQyN7XOcMNWvytYw,Henry James Saloon,577 Jamestown Ave,PA,Philadelphia,19128,"Nightlife, Sandwiches, Pizza, Restaurants, Bars, Pubs",-75.2066769,40.0292186,4.5,1,79
3CWVOXbotxJjQU2iaEFOEA,Red Sky,224 Market St,PA,Philadelphia,19106,"Bars, Asian Fusion, Dance Clubs, Restaurants, Lounges, American (New), Nightlife",-75.1446263,39.9498979,3,0,32
3dtxHKM3RbVyjzTfbcGq2A,Murphy's Tavern,5892 Henry Ave,PA,Philadelphia,19128,"Nightlife, Pubs, Restaurants, Bars, Pizza",-75.2079192,40.0313311,3.5,1,22
3f-acmwXPLnVd2UKfnk1xg,For Pete's Sake,900 S Front St,PA,Philadelphia,19147,"Restaurants, Bars, Nightlife, Pubs, American (Traditional)",-75.1454078,39.9354888,4,1,193
3FKIev7ZB_KE6XHL9sUJCg,Strangelove's,216 S 11th St,PA,Philadelphia,19107,"Nightlife, Event Planning & Services, Local Flavor, Bars, American (Traditional), Restaurants, Unofficial Yelp Events",-75.1592111423,39.948089,4,1,455
3gVSrS4kffGGZT8oXHsIcw,Pod,3636 Sansom St,PA,Philadelphia,19104,"Restaurants, Lounges, Asian Fusion, Nightlife, Sushi Bars, Bars",-75.1960369886,39.9539707735,3.5,1,818
3hzS8_xxx0r5nvOL1JpxqA,Mick Daniels,2046 S 2nd St,PA,Philadelphia,19148,"Bars, Nightlife, Pubs",-75.1498713,39.9221698,3.5,1,22
3QpErOK9RfahtAfrKSZYig,Nick's Roast Beef,4501 Woodhaven Rd,PA,Philadelphia,19154,"Nightlife, American (Traditional), Restaurants, Bars",-74.9661299,40.083729,2,1,43
3tR1GRfd-0moZ8F-L6MGaA,Hilltown Tavern - Fairmount,795 N 24th St,PA,Philadelphia,19130,"Breakfast & Brunch, Burgers, Restaurants, Sports Bars, Pubs, Bars, Nightlife",-75.1763008,39.9697986,3,1,27
3ut1fzbMfQ1VhFvHpeLOMw,Mei Mei Philadelphia,33 S 2nd St,PA,Philadelphia,19106,"Taiwanese, Nightlife, Bars, Asian Fusion, Restaurants",-75.143818,39.949015,4,1,67
3V97GKPqXFm2al_Ozu5Tdw,Circ At the Philadelphia Marriott Downtown,1201 Market St,PA,Philadelphia,19107,"Bars, Nightlife",-75.1606488,39.9526549,3.5,1,17
3WgzKhDmH5nU946Yk4wbzA,Club Adesso,"1519 Walnut St, Fl 2",PA,Philadelphia,19102,"Lounges, Nightlife, Italian, Bars, Restaurants",-75.1668733,39.9498741,2.5,1,12
3wxKriseiH9Isp5xmyBupw,The Black Taxi,745-747 N 25th St,PA,Philadelphia,19130,"Nightlife, Irish, Irish Pub, Bars, Restaurants, American (New)",-75.1782273,39.9687445,4,1,94
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,501 N 13th St,PA,Philadelphia,19123,"American (Traditional), Bars, Nightlife, Restaurants, Beer Bar, Gastropubs, Breakfast & Brunch, Tapas/Small Plates",-75.1593118,39.9613018,4,1,638
